population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1993,204.70250394721998,223.22095033982998,184.32311603837002
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1994,205.95295590724,224.65185988526002,185.67448537523
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1995,207.36125787970002,226.41004574373997,187.16087208167
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1996,211.94842263773998,230.82999636008998,192.07855846961002
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1997,220.93250758929,239.90829637586998,200.9026082226
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1998,231.53446888173997,250.99413652706002,211.10739579236
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1999,240.95109156783,261.24174208129,220.1772063121
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2000,246.36010445812,267.26024454928,225.50730947610998
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2001,248.56962244310003,269.62145446603,227.62443072181998
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2002,250.46466142662,271.33590650482,229.44984796986998
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2003,252.32612426076,273.03328256973,231.17533454686
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2004,254.43371456536002,275.0954998481,233.16933407678
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2005,257.06397856601,277.72977970853,235.59304127147
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2006,260.53564596573,281.45854657451,238.90637092485
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2007,264.88006124656,286.14204690037,242.92983542126
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2008,269.9482362735,291.73938602803,247.54692916446
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2009,275.59242807645,297.94310209238,252.70820766849002
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2010,281.66312864226,304.61071263229,258.27538966264
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2011,289.82343477911,313.21734497651,266.20783342488
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2012,300.62670071911003,324.82658567139003,276.60801931209
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2013,312.27746169042996,337.57300812162,287.53624037487003
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2014,322.97804386369995,349.25234327361,297.56047712363
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2015,330.93339290388997,357.37570236205,304.82009357682
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2016,336.76265355967996,364.1249233039,310.13832019721
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2017,342.19557827716,370.56356945536,314.98295679694996
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2018,347.10802072836003,376.14770545229004,319.33853442647
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2019,351.37265600762,380.60402005059,323.16587345205
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2020,354.85923764088,384.09939714948,326.16504910577004
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2021,355.13983162845,384.41636525258997,325.19618701089996
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2022,354.32480298896,383.23917653657,323.26836846893
1,All Population,6,Incidence,163,India,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2023,356.86485520824,384.97305798844,326.21013362236
